               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 217,            0.011145,           0.0040409,           0.0011649,             0.99868,                   1,               0.995,              0.9766,           0.0015782,          0.00097551,          0.00011179,            0.007327,            0.007327,            0.007327
                 218,            0.009945,           0.0039076,           0.0010848,              0.9985,                   1,               0.995,             0.97639,           0.0015923,          0.00099112,           0.0001125,           0.0073146,           0.0073146,           0.0073146
                 219,           0.0092575,           0.0039627,          0.00078834,             0.99804,                   1,               0.995,             0.97566,           0.0016425,           0.0010186,          0.00010679,           0.0073023,           0.0073023,           0.0073023
                 220,           0.0089934,           0.0040109,          0.00061218,             0.99799,                   1,               0.995,             0.97741,           0.0016889,          0.00099383,          0.00010254,           0.0072899,           0.0072899,           0.0072899
                 221,           0.0099305,           0.0039655,          0.00058483,              0.9982,                   1,               0.995,             0.97421,           0.0017172,          0.00098901,          9.1767e-05,           0.0072775,           0.0072775,           0.0072775
                 222,           0.0096841,           0.0038429,          0.00088884,             0.99832,                   1,               0.995,             0.97631,           0.0016658,           0.0011099,          9.8691e-05,           0.0072651,           0.0072651,           0.0072651
                 223,           0.0095499,           0.0038294,          0.00062594,             0.99808,                   1,               0.995,              0.9745,           0.0016147,           0.0010034,          0.00010821,           0.0072527,           0.0072527,           0.0072527
                 224,           0.0094523,           0.0039916,           0.0004736,             0.99839,                   1,               0.995,             0.97873,           0.0015904,          0.00097258,          0.00011594,           0.0072404,           0.0072404,           0.0072404
                 225,            0.009018,            0.003742,          0.00033135,             0.99878,                   1,               0.995,             0.97998,           0.0016247,          0.00095999,          0.00010039,            0.007228,            0.007228,            0.007228
                 226,            0.010951,           0.0037114,          0.00072408,              0.9985,                   1,               0.995,             0.97982,            0.001567,          0.00095034,          0.00010002,           0.0072156,           0.0072156,           0.0072156
                 227,            0.010175,           0.0038845,          0.00080666,             0.99906,                   1,               0.995,             0.97801,           0.0016269,           0.0010987,          9.8958e-05,           0.0072033,           0.0072033,           0.0072033
                 228,           0.0096787,           0.0038207,          0.00061311,             0.99884,                   1,               0.995,             0.97847,           0.0015529,           0.0010006,          0.00010382,           0.0071909,           0.0071909,           0.0071909
                 229,           0.0092955,            0.004041,            0.001501,             0.99844,                   1,               0.995,             0.97611,           0.0015737,          0.00097609,          9.8467e-05,           0.0071785,           0.0071785,           0.0071785
                 230,           0.0097432,            0.003935,          0.00069773,             0.99864,                   1,               0.995,             0.97652,           0.0015528,            0.001026,          0.00010222,           0.0071661,           0.0071661,           0.0071661
                 231,           0.0098498,           0.0039938,          0.00054094,             0.99847,                   1,               0.995,             0.97536,           0.0017038,          0.00095451,          0.00011463,           0.0071538,           0.0071538,           0.0071538
                 232,           0.0099323,             0.00388,          0.00076169,             0.99856,                   1,               0.995,             0.97812,           0.0015266,          0.00099904,           0.0001093,           0.0071414,           0.0071414,           0.0071414
                 233,           0.0095543,           0.0035575,          0.00062691,             0.99888,                   1,               0.995,             0.97657,           0.0015781,          0.00095946,          0.00010665,            0.007129,            0.007129,            0.007129
                 234,           0.0085315,           0.0036812,          0.00035119,             0.99893,                   1,               0.995,              0.9766,             0.00155,          0.00094317,          0.00010798,           0.0071166,           0.0071166,           0.0071166
                 235,           0.0093227,             0.00399,          0.00082094,             0.99862,                   1,               0.995,             0.97445,           0.0015585,          0.00097018,          9.8743e-05,           0.0071042,           0.0071042,           0.0071042
                 236,            0.009498,           0.0039616,          0.00042293,             0.99876,                   1,               0.995,             0.97435,           0.0016116,          0.00095939,           0.0001088,           0.0070919,           0.0070919,           0.0070919
                 237,           0.0091749,           0.0036873,           0.0004189,             0.99864,                   1,               0.995,             0.97679,           0.0015767,          0.00096856,          0.00010189,           0.0070795,           0.0070795,           0.0070795
                 238,           0.0092285,           0.0038952,          0.00064537,              0.9984,                   1,               0.995,             0.97742,           0.0016495,           0.0010035,          0.00010683,           0.0070671,           0.0070671,           0.0070671
                 239,           0.0088878,           0.0038579,           0.0004792,             0.99818,                   1,               0.995,              0.9774,           0.0015263,          0.00098928,          0.00010416,           0.0070547,           0.0070547,           0.0070547
                 240,           0.0096831,           0.0038908,          0.00046346,             0.99862,                   1,               0.995,             0.97886,           0.0015456,          0.00093567,          0.00010624,           0.0070424,           0.0070424,           0.0070424
                 241,           0.0095623,           0.0037622,          0.00045752,             0.99889,                   1,               0.995,             0.97676,           0.0014685,          0.00091215,          0.00011464,             0.00703,             0.00703,             0.00703
                 242,            0.010875,           0.0039725,          0.00060164,             0.99823,                   1,               0.995,             0.97831,            0.001511,          0.00089779,          9.3975e-05,           0.0070176,           0.0070176,           0.0070176
                 243,            0.010239,           0.0039923,          0.00049964,             0.99832,                   1,               0.995,             0.97865,            0.001553,          0.00095248,          7.7727e-05,           0.0070053,           0.0070053,           0.0070053
                 244,           0.0099737,           0.0037357,          0.00075022,             0.99847,                   1,               0.995,             0.97618,           0.0016095,          0.00094722,          0.00010037,           0.0069929,           0.0069929,           0.0069929
                 245,           0.0095509,           0.0039733,          0.00054008,             0.99852,                   1,               0.995,             0.97863,           0.0016023,           0.0010007,          9.2421e-05,           0.0069805,           0.0069805,           0.0069805
                 246,           0.0092832,           0.0039209,          0.00067287,             0.99881,                   1,               0.995,             0.97546,           0.0015445,           0.0009873,          9.6583e-05,           0.0069681,           0.0069681,           0.0069681
                 247,           0.0097317,           0.0039383,          0.00055489,             0.99885,                   1,               0.995,             0.97741,           0.0014747,          0.00093595,          0.00011521,           0.0069558,           0.0069558,           0.0069558
                 248,           0.0087658,           0.0039529,          0.00043234,             0.99836,                   1,               0.995,             0.97593,           0.0014995,          0.00098325,          9.1906e-05,           0.0069434,           0.0069434,           0.0069434
                 249,           0.0090566,           0.0038549,           0.0007964,              0.9986,                   1,               0.995,             0.97589,           0.0015564,          0.00095004,          9.4342e-05,            0.006931,            0.006931,            0.006931
                 250,            0.011197,           0.0040029,           0.0013029,             0.99873,                   1,               0.995,             0.97534,           0.0016003,          0.00095618,          9.8143e-05,           0.0069186,           0.0069186,           0.0069186
                 251,           0.0098498,           0.0038174,           0.0020746,             0.99831,                   1,               0.995,             0.97378,           0.0015958,             0.00101,          9.9483e-05,           0.0069063,           0.0069063,           0.0069063
                 252,           0.0096764,           0.0040084,          0.00054146,             0.99822,                   1,               0.995,             0.97624,           0.0015718,          0.00096097,          9.7837e-05,           0.0068939,           0.0068939,           0.0068939
                 253,           0.0094248,           0.0037352,          0.00052765,             0.99839,                   1,               0.995,             0.97694,           0.0015593,          0.00095065,          0.00010687,           0.0068815,           0.0068815,           0.0068815
                 254,           0.0095052,           0.0038539,           0.0004323,             0.99827,                   1,               0.995,             0.97936,           0.0015999,           0.0010288,          9.5596e-05,           0.0068691,           0.0068691,           0.0068691
                 255,           0.0097179,           0.0040591,          0.00082044,              0.9982,                   1,               0.995,             0.97724,             0.00158,           0.0010177,          9.9573e-05,           0.0068568,           0.0068568,           0.0068568
                 256,           0.0091203,           0.0038093,          0.00043905,             0.99862,                   1,               0.995,             0.97246,           0.0016405,          0.00096549,          8.1244e-05,           0.0068444,           0.0068444,           0.0068444
                 257,           0.0090703,           0.0038601,           0.0007726,             0.99884,                   1,               0.995,             0.97445,           0.0015968,          0.00096126,           0.0001053,            0.006832,            0.006832,            0.006832
                 258,           0.0081575,           0.0039109,          0.00065211,             0.99867,                   1,               0.995,             0.97666,           0.0015201,           0.0009229,          0.00010022,           0.0068196,           0.0068196,           0.0068196
                 259,           0.0094376,           0.0038778,          0.00045227,             0.99852,                   1,               0.995,             0.97515,           0.0015627,           0.0010373,          9.8324e-05,           0.0068073,           0.0068073,           0.0068073
                 260,            0.009457,           0.0038062,          0.00049078,             0.99845,                   1,               0.995,             0.97704,            0.001631,           0.0010503,          8.5101e-05,           0.0067949,           0.0067949,           0.0067949
                 261,           0.0095582,           0.0038839,          0.00066004,             0.99806,                   1,               0.995,             0.97816,           0.0015698,          0.00097853,          8.5042e-05,           0.0067825,           0.0067825,           0.0067825
                 262,           0.0086907,           0.0037259,          0.00038565,             0.99832,                   1,               0.995,             0.97952,           0.0015569,          0.00095261,          9.1586e-05,           0.0067701,           0.0067701,           0.0067701
                 263,           0.0098039,           0.0038818,          0.00040646,             0.99827,                   1,               0.995,             0.97682,           0.0015047,          0.00096425,          0.00010647,           0.0067577,           0.0067577,           0.0067577
                 264,           0.0096768,           0.0038818,          0.00037199,             0.99833,                   1,               0.995,             0.97548,           0.0014725,          0.00095654,          0.00010748,           0.0067454,           0.0067454,           0.0067454
                 265,           0.0085903,            0.003889,          0.00039039,             0.99821,                   1,               0.995,             0.97793,           0.0015747,          0.00098485,          8.5721e-05,            0.006733,            0.006733,            0.006733
                 266,           0.0084103,           0.0035922,           0.0004126,             0.99823,                   1,               0.995,             0.97482,           0.0015462,          0.00096368,          9.2263e-05,           0.0067206,           0.0067206,           0.0067206
                 267,           0.0082434,           0.0036306,          0.00036948,              0.9986,                   1,               0.995,             0.97724,           0.0014685,          0.00095065,          9.5024e-05,           0.0067082,           0.0067082,           0.0067082
                 268,           0.0091256,           0.0037082,          0.00037279,             0.99838,                   1,               0.995,             0.97637,           0.0015111,          0.00092674,          8.7934e-05,           0.0066959,           0.0066959,           0.0066959
                 269,           0.0079179,           0.0037132,          0.00042839,             0.99875,                   1,               0.995,             0.97776,           0.0014796,           0.0009165,          9.1577e-05,           0.0066835,           0.0066835,           0.0066835
                 270,           0.0092408,           0.0035681,          0.00036634,             0.99892,                   1,               0.995,             0.97536,           0.0015372,          0.00090874,          8.1067e-05,           0.0066711,           0.0066711,           0.0066711
                 271,           0.0092821,           0.0036987,          0.00068321,             0.99864,                   1,               0.995,             0.97557,           0.0015729,          0.00093025,          9.5658e-05,           0.0066587,           0.0066587,           0.0066587
                 272,           0.0085498,           0.0037201,          0.00074799,             0.99874,                   1,               0.995,             0.97231,           0.0015327,          0.00093555,          9.6703e-05,           0.0066464,           0.0066464,           0.0066464
                 273,           0.0091668,           0.0038729,          0.00063038,             0.99883,                   1,               0.995,             0.97672,           0.0015132,          0.00094871,          8.7249e-05,            0.006634,            0.006634,            0.006634
                 274,           0.0096363,           0.0038634,           0.0016378,             0.99851,                   1,               0.995,             0.97695,           0.0015534,           0.0010168,          9.0723e-05,           0.0066216,           0.0066216,           0.0066216
                 275,            0.008989,           0.0039263,          0.00063942,             0.99833,                   1,               0.995,              0.9735,           0.0015929,          0.00093629,          8.8177e-05,           0.0066092,           0.0066092,           0.0066092
                 276,           0.0093021,           0.0039047,          0.00046467,             0.99861,                   1,               0.995,              0.9788,           0.0014989,          0.00093934,          7.8576e-05,           0.0065969,           0.0065969,           0.0065969
                 277,           0.0089885,           0.0038041,          0.00037108,             0.99829,                   1,               0.995,             0.97923,           0.0015173,           0.0010145,          7.3035e-05,           0.0065845,           0.0065845,           0.0065845
                 278,           0.0087939,           0.0038555,           0.0004142,              0.9985,                   1,               0.995,             0.97812,            0.001536,          0.00096501,          8.5859e-05,           0.0065721,           0.0065721,           0.0065721
                 279,           0.0091187,            0.003845,          0.00094493,             0.99839,                   1,               0.995,             0.97785,           0.0014881,          0.00093385,          8.6813e-05,           0.0065598,           0.0065598,           0.0065598
                 280,           0.0093335,           0.0037281,          0.00079384,             0.99878,                   1,               0.995,              0.9772,           0.0015852,          0.00092666,          8.5874e-05,           0.0065474,           0.0065474,           0.0065474
                 281,           0.0098219,           0.0038295,           0.0015789,              0.9987,                   1,               0.995,             0.97739,           0.0015539,          0.00089976,           8.848e-05,            0.006535,            0.006535,            0.006535
                 282,           0.0087013,           0.0040222,          0.00065541,             0.99824,                   1,               0.995,             0.97808,            0.001545,           0.0009367,           9.182e-05,           0.0065226,           0.0065226,           0.0065226
                 283,           0.0086766,           0.0037366,          0.00041127,             0.99854,                   1,               0.995,             0.97679,           0.0015298,          0.00091077,          7.8444e-05,           0.0065102,           0.0065102,           0.0065102
                 284,           0.0087765,           0.0040154,          0.00032459,             0.99842,                   1,               0.995,             0.97424,           0.0015772,          0.00095485,          8.2002e-05,           0.0064979,           0.0064979,           0.0064979
                 285,           0.0090865,           0.0037684,           0.0003653,             0.99813,                   1,               0.995,             0.97642,           0.0015349,          0.00094225,          8.6913e-05,           0.0064855,           0.0064855,           0.0064855
                 286,           0.0089739,           0.0039033,          0.00044633,             0.99818,                   1,               0.995,             0.97506,           0.0015597,          0.00092109,          8.8601e-05,           0.0064731,           0.0064731,           0.0064731
                 287,           0.0084787,           0.0038103,          0.00032843,             0.99811,                   1,               0.995,             0.97597,           0.0015984,          0.00093805,             7.4e-05,           0.0064608,           0.0064608,           0.0064608
                 288,           0.0082829,           0.0039021,          0.00032306,             0.99822,                   1,               0.995,             0.97683,            0.001505,          0.00092207,          8.1744e-05,           0.0064484,           0.0064484,           0.0064484
                 289,           0.0080147,            0.003666,          0.00031565,             0.99819,                   1,               0.995,             0.97703,           0.0014984,           0.0009859,          8.6408e-05,            0.006436,            0.006436,            0.006436
                 290,            0.010899,           0.0038457,          0.00052309,              0.9984,                   1,               0.995,             0.97813,           0.0015046,          0.00093489,          8.7309e-05,           0.0064236,           0.0064236,           0.0064236
                 291,            0.010613,           0.0038212,          0.00056358,             0.99872,                   1,               0.995,             0.97418,           0.0015269,           0.0009315,          7.6356e-05,           0.0064112,           0.0064112,           0.0064112
                 292,           0.0091987,           0.0037857,          0.00049403,             0.99858,                   1,               0.995,               0.977,           0.0015072,          0.00093061,          8.9192e-05,           0.0063989,           0.0063989,           0.0063989
                 293,           0.0088741,           0.0037777,          0.00047267,             0.99854,                   1,               0.995,              0.9757,           0.0015551,           0.0009252,          9.8357e-05,           0.0063865,           0.0063865,           0.0063865
                 294,           0.0095943,           0.0037102,            0.002525,             0.99836,                   1,               0.995,             0.97597,           0.0015472,          0.00092211,          8.7261e-05,           0.0063741,           0.0063741,           0.0063741
                 295,           0.0094011,           0.0039488,          0.00053065,             0.99847,                   1,               0.995,             0.97588,           0.0015611,          0.00099224,          8.9779e-05,           0.0063618,           0.0063618,           0.0063618
                 296,             0.01018,           0.0037932,          0.00062438,             0.99854,                   1,               0.995,             0.97827,           0.0014955,          0.00095309,          8.9264e-05,           0.0063494,           0.0063494,           0.0063494
                 297,           0.0090895,           0.0037936,          0.00042331,             0.99847,                   1,               0.995,              0.9775,           0.0014969,          0.00094857,          8.7562e-05,            0.006337,            0.006337,            0.006337
                 298,           0.0097624,            0.003855,          0.00042656,             0.99872,                   1,               0.995,             0.97737,           0.0015651,          0.00096325,          7.5872e-05,           0.0063246,           0.0063246,           0.0063246
                 299,           0.0080621,           0.0035153,           0.0003111,             0.99849,                   1,               0.995,             0.97677,           0.0015062,          0.00094489,          7.3514e-05,           0.0063122,           0.0063122,           0.0063122
                 300,           0.0088315,           0.0036386,          0.00052757,              0.9984,                   1,               0.995,             0.97622,           0.0015073,          0.00092722,          8.3637e-05,           0.0062999,           0.0062999,           0.0062999
                 301,            0.010653,           0.0039793,           0.0007762,             0.99866,                   1,               0.995,              0.9757,           0.0015082,          0.00089996,          6.9561e-05,           0.0062875,           0.0062875,           0.0062875
                 302,           0.0090682,           0.0036294,          0.00040591,             0.99811,                   1,               0.995,             0.97817,           0.0015603,          0.00093253,          7.1101e-05,           0.0062751,           0.0062751,           0.0062751
                 303,           0.0084341,           0.0036832,          0.00060535,             0.99809,                   1,               0.995,             0.97578,           0.0015779,           0.0010022,          8.1642e-05,           0.0062628,           0.0062628,           0.0062628
                 304,           0.0087756,           0.0036976,          0.00061165,             0.99799,                   1,               0.995,              0.9766,           0.0015021,          0.00094922,          8.3046e-05,           0.0062504,           0.0062504,           0.0062504
                 305,           0.0098571,           0.0038288,          0.00046598,             0.99847,                   1,               0.995,             0.97704,            0.001466,           0.0009909,          8.7185e-05,            0.006238,            0.006238,            0.006238
                 306,           0.0089016,            0.003718,          0.00030118,             0.99802,                   1,               0.995,             0.97552,           0.0015367,            0.000935,          8.9092e-05,           0.0062256,           0.0062256,           0.0062256
                 307,            0.008307,           0.0036479,          0.00027664,             0.99882,                   1,               0.995,             0.97431,           0.0014915,            0.000949,          8.4443e-05,           0.0062132,           0.0062132,           0.0062132
                 308,           0.0086012,           0.0036323,          0.00046672,             0.99903,                   1,               0.995,             0.97606,           0.0014856,           0.0008883,          7.7806e-05,           0.0062009,           0.0062009,           0.0062009
                 309,             0.01016,           0.0036633,          0.00064781,             0.99865,                   1,               0.995,             0.97398,           0.0015403,          0.00092849,          6.3822e-05,           0.0061885,           0.0061885,           0.0061885
                 310,           0.0096045,           0.0037844,          0.00063094,             0.99865,                   1,               0.995,             0.97636,            0.001503,          0.00092664,          7.4167e-05,           0.0061761,           0.0061761,           0.0061761
                 311,           0.0083484,           0.0036883,          0.00042044,             0.99839,                   1,               0.995,             0.97553,           0.0014958,          0.00092332,          7.7381e-05,           0.0061637,           0.0061637,           0.0061637
                 312,           0.0093816,              0.0038,          0.00097682,             0.99865,                   1,               0.995,             0.97606,           0.0015227,          0.00091405,          7.8115e-05,           0.0061514,           0.0061514,           0.0061514
                 313,             0.01075,           0.0038164,          0.00098658,             0.99867,                   1,               0.995,             0.97676,           0.0015359,          0.00092824,          8.5444e-05,            0.006139,            0.006139,            0.006139
                 314,           0.0094707,           0.0038231,          0.00058111,             0.99878,                   1,               0.995,             0.97572,           0.0015448,          0.00093833,          7.9718e-05,           0.0061266,           0.0061266,           0.0061266
                 315,           0.0081528,           0.0038628,          0.00053132,             0.99867,                   1,               0.995,              0.9762,           0.0015272,          0.00093642,          8.3761e-05,           0.0061142,           0.0061142,           0.0061142
                 316,            0.008298,           0.0037961,          0.00045253,             0.99875,                   1,               0.995,             0.97772,           0.0015414,          0.00095959,          7.3309e-05,           0.0061019,           0.0061019,           0.0061019
                 317,           0.0093272,           0.0037789,          0.00047879,             0.99868,                   1,               0.995,             0.97666,            0.001611,          0.00095096,          7.3681e-05,           0.0060895,           0.0060895,           0.0060895
                 318,           0.0081953,           0.0037633,          0.00038703,             0.99863,                   1,               0.995,             0.97726,           0.0015799,          0.00092616,          8.1878e-05,           0.0060771,           0.0060771,           0.0060771
                 319,           0.0082512,           0.0038789,          0.00071197,             0.99828,                   1,               0.995,             0.97609,           0.0015841,           0.0009751,          7.4713e-05,           0.0060647,           0.0060647,           0.0060647
                 320,           0.0085147,           0.0035773,          0.00063801,             0.99873,                   1,               0.995,             0.97824,            0.001528,          0.00091079,           7.324e-05,           0.0060524,           0.0060524,           0.0060524
                 321,           0.0087126,           0.0036893,          0.00039378,             0.99883,                   1,               0.995,             0.97799,           0.0015003,          0.00094792,          6.2778e-05,             0.00604,             0.00604,             0.00604
                 322,           0.0083534,           0.0037079,          0.00037885,             0.99854,                   1,               0.995,             0.97972,             0.00147,          0.00089526,          5.6914e-05,           0.0060276,           0.0060276,           0.0060276
                 323,           0.0082144,           0.0036348,          0.00033611,             0.99857,                   1,               0.995,             0.97799,           0.0014636,          0.00089925,          6.1672e-05,           0.0060152,           0.0060152,           0.0060152
                 324,           0.0097084,           0.0038014,           0.0004426,             0.99871,                   1,               0.995,             0.97752,           0.0014906,           0.0008925,          7.4868e-05,           0.0060029,           0.0060029,           0.0060029
                 325,           0.0086016,           0.0036691,          0.00041278,             0.99853,                   1,               0.995,             0.97603,           0.0015335,          0.00091543,          8.7805e-05,           0.0059905,           0.0059905,           0.0059905
